;;;PT. Dream Dare Discover;;;;;;;;;;
;;;Kuantitas Barang per Gudang;;;;;;;;;;
;;;Per Tgl. 19 Jan 2026;;;;;;;;;;
;;;"Cabang : Kantor Pusat, BALI AREA, Baby, Jakarta, Jawa Timur, Lombok, NTT, Online, Sulawesi, Sumatera, Gudang : Warehouse Bali ...";;;;;;;;;;
Nama Barang;;Kode Barang;;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protol;Warehouse Bali Gatsu Reject;Warehouse Pluit;Warehouse Pluit Reject;Warehouse Pusat;Warehouse Pusat Protol;Warehouse Pusat Reject;;Total Nama Gudang
"LADIES SUMMER 16, 39/40, BEACH SAND";;L2SMV416Z40;;396;-48;0;0;0;0;0;0;;348
"LADIES SUMMER 16, 41/42, BEACH SAND";;L2SMV416Z42;;486;0;0;0;0;0;0;0;;486
"LADIES SUMMER 2, 35/36, NAVY";;L2SM02Z35;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 2, 37/38, NAVY";;L2SM02Z37;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 2, 39/40, NAVY";;L2SM02Z39;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 2, 41/42, NAVY";;L2SM02Z41;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 3, 35/36, PEACH";;L2SM03Z35;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 3, 37/38, PEACH";;L2SM03Z37;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 3, 39/40, PEACH";;L2SM03Z39;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 3, 41/42, PEACH";;L2SM03Z41;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 4, 35/36, BEAVER FUR";;L2SM04Z35;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 4, 37/38, BEAVER FUR";;L2SM04Z37;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 4, 39/40, BEAVER FUR";;L2SM04Z39;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 4, 41/42, BEAVER FUR";;L2SM04Z41;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 5, 35/36, CAMBOJA BLACK";;L2SM05Z36;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 5, 37/38, CAMBOJA BLACK";;L2SM05Z38;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 5, 39/40, CAMBOJA BLACK";;L2SM05Z40;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 5, 41/42, CAMBOJA BLACK";;L2SM05Z42;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 6, 35/36, SUNSET NAVY";;L2SM06Z36;;0;0;0;0;0;0;0;3;;3
"LADIES SUMMER 6, 37/38, SUNSET NAVY";;L2SM06Z38;;0;0;0;0;0;0;0;3;;3
"LADIES SUMMER 6, 39/40, SUNSET NAVY";;L2SM06Z40;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 6, 41/42, SUNSET NAVY";;L2SM06Z42;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 7, 35/36, FLAMINGOS VIVA MAGENTA";;L2SM07Z36;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 7, 37/38, FLAMINGOS VIVA";;L2SM07Z38;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 7, 39/40, FLAMINGOS VIVA MAGENTA";;L2SM07Z40;;0;0;0;0;0;0;0;1;;1
"LADIES SUMMER 7, 41/42, FLAMINGOS VIVA MAGENTA";;L2SM07Z42;;0;0;0;0;0;0;0;1;;1
"LADIES SUMMER 8, 35/36, TURTLE TURKISH";;L2SM08Z36;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 8, 37/38, TURTLE TURKISH";;L2SM08Z38;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 8, 39/40, TURTLE TURKISH";;L2SM08Z40;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 8, 41/42, TURTLE TURKISH";;L2SM08Z42;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 9, 35/36, FOREST BLACK";;L2SMV309Z36;;0;0;0;0;0;0;0;0;;0
"LADIES SUMMER 9, 37/38, FOREST BLACK";;L2SMV309Z38;;0;0;0;0;0;0;0;3;;3
"LADIES SUMMER 9, 39/40, FOREST BLACK";;L2SMV309Z40;;0;0;0;0;0;0;0;1;;1
"LADIES SUMMER 9, 41/42, FOREST BLACK";;L2SMV309Z42;;0;0;0;0;0;0;0;1;;1
"LADIES SURFER GIRL 1, 36, GREY";;L1SG01Z36;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 1, 37, GREY";;L1SG01Z37;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 1, 38, GREY";;L1SG01Z38;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 1, 39, GREY";;L1SG01Z39;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 1, 40, GREY";;L1SG01Z40;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 2, 36, NAVY";;L1SG02Z36;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 2, 37, NAVY";;L1SG02Z37;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 2, 38, NAVY";;L1SG02Z38;;0;0;0;0;0;0;0;1;;1
"LADIES SURFER GIRL 2, 39, NAVY";;L1SG02Z39;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 2, 40, NAVY";;L1SG02Z40;;0;0;0;0;0;0;0;0;;0
"LADIES SURFER GIRL 3, 36, ROSE";;L1SG03Z36;;0;0;0;0;0;0;1;0;;1
"LADIES SURFER GIRL 3, 37, ROSE";;L1SG03Z37;;0;0;0;0;0;0;2;2;;4
"LADIES SURFER GIRL 3, 38, ROSE";;L1SG03Z38;;0;0;0;0;0;0;1;2;;3
"LADIES SURFER GIRL 3, 39, ROSE";;L1SG03Z39;;0;0;0;0;0;0;0;4;;4
"LADIES SURFER GIRL 3, 40, ROSE";;L1SG03Z40;;0;0;0;1;0;0;0;2;;3
"LADIES TROPICAL 1, 35/36, TWILIGHT";;SJ2A02TP1;;0;0;0;0;0;0;0;0;;0
"LADIES TROPICAL 1, 37/38, TWILIGHT";;SJ2A03TP1;;0;0;0;0;0;0;0;0;;0
"LADIES TROPICAL 1, 39/40, TWILIGHT";;SJ2A04TP1;;0;0;0;0;0;0;0;0;;0
"LADIES TROPICAL 1, 41/42, TWILIGHT";;SJ2A05TP1;;0;0;0;0;0;0;0;0;;0
"LADIES TROPICAL 2, 35/36, SOFT PINK";;SJ2A02TP2;;0;0;0;0;0;0;0;0;;0
"LADIES TROPICAL 2, 37/38, SOFT PINK";;SJ2A03TP2;;0;0;0;0;0;0;0;0;;0
"LADIES TROPICAL 2, 39/40, SOFT PINK";;SJ2A04TP2;;0;0;0;0;0;0;0;1;;1
"LADIES TROPICAL 2, 41/42, SOFT PINK";;SJ2A05TP2;;0;0;0;0;0;0;0;4;;4
"LADIES TWOTONE 3, 37, BLANC-BIRCH";;SJ2A37TT3;;0;0;0;0;0;0;0;2;;2
"LADIES TWOTONE 3, 38, BLANC-BIRCH";;SJ2A38TT3;;0;0;0;0;0;0;0;1;;1
"LADIES TWOTONE 3, 39, BLANC-BIRCH";;SJ2A39TT3;;0;0;0;0;0;0;0;3;;3
"LADIES TWOTONE 3, 40, BLANC-BIRCH";;SJ2A40TT3;;0;0;0;0;0;0;0;1;;1
"LADIES TWOTONE 3, 41, BLANC-BIRCH";;SJ2A41TT3;;0;0;0;0;0;0;0;6;;6
"LADIES WEDGES 1, 35/36, BLACK GOLD";;SJ2A02WG1;;0;0;0;0;0;0;1;1;;2
"LADIES WEDGES 1, 36, BLACK GOLD";;L1WG01Z36;;0;1;0;0;0;0;1;0;;2
;;L1WGV101Z36;;0;0;0;0;0;0;0;0;;0
;;L1WGV201Z36;;9;0;0;3;0;3;1;0;;16
;;L2A36WG1;;0;0;0;0;0;0;0;0;;0
;;L2AZ36WG1;;0;0;0;0;0;0;0;2;;2
;;L3WG01Z36;;0;0;0;0;0;0;1;0;;1
"LADIES WEDGES 1, 37, BLACK GOLD";;L1WG01Z37;;0;0;0;1;0;0;4;1;;6
;;L1WGV101Z37;;0;0;0;0;0;0;0;0;;0
;;L1WGV201Z37;;9;0;0;3;0;3;2;0;;17
;;L2A37WG1;;0;0;0;0;0;0;0;1;;1
;;L2AZ37WG1;;0;0;0;0;0;0;0;0;;0
;;L3WG01Z37;;0;0;0;0;0;0;9;0;;9
"LADIES WEDGES 1, 37/38, BLACK GOLD";;SJ2A03WG1;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 1, 38, BLACK GOLD";;L1WG01Z38;;0;7;0;13;0;0;5;4;;29
;;L1WGV101Z38;;0;0;0;0;0;0;0;0;;0
;;L1WGV201Z38;;27;2;0;9;0;8;10;2;;58
;;L2A38WG1;;0;0;0;0;0;0;0;0;;0
;;L2AZ38WG1;;0;0;0;1;0;0;0;0;;1
;;L3WG01Z38;;0;0;0;4;0;0;13;4;;21
"LADIES WEDGES 1, 39, BLACK GOLD";;L1WG01Z39;;0;68;0;26;0;0;22;5;;121
;;L1WGV101Z39;;0;4;0;0;0;0;7;0;;11
;;L1WGV201Z39;;36;4;0;12;0;12;12;2;;78
;;L2A39WG1;;0;0;0;0;0;0;0;0;;0
;;L2AZ39WG1;;0;0;0;2;0;0;0;0;;2
;;L3WG01Z39;;0;0;0;5;0;0;10;4;;19
"LADIES WEDGES 1, 39/40, BLACK GOLD";;SJ2A04WG1;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 1, 40, BLACK GOLD";;L1WG01Z40;;0;21;0;14;0;0;12;3;;50
;;L1WGV101Z40;;0;2;0;0;0;0;1;0;;3
;;L1WGV201Z40;;27;2;0;9;0;9;9;1;;57
;;L2A40WG1;;0;0;0;0;0;0;0;0;;0
;;L2AZ40WG1;;0;0;0;2;0;0;0;0;;2
;;L3WG01Z40;;0;0;0;3;0;0;6;3;;12
"LADIES WEDGES 1, 41/42, BLACK GOLD";;SJ2A05WG1;;0;0;0;0;0;0;0;2;;2
"LADIES WEDGES 10, 36, CHESTNUT";;L1WGV210Z36;;20;0;0;1;0;70;0;0;;91
"LADIES WEDGES 10, 37, CHESTNUT";;L1WGV210Z37;;20;0;0;1;0;70;0;0;;91
"LADIES WEDGES 10, 38, CHESTNUT";;L1WGV210Z38;;60;0;0;3;0;210;1;0;;274
"LADIES WEDGES 10, 39, CHESTNUT";;L1WGV210Z39;;80;0;0;4;0;280;9;0;;373
"LADIES WEDGES 10, 40, CHESTNUT";;L1WGV210Z40;;60;0;0;3;0;210;6;0;;279
"LADIES WEDGES 11, 36, SAND";;L1WGV211Z36;;4;0;0;2;0;62;0;0;;68
"LADIES WEDGES 11, 37, SAND";;L1WGV211Z37;;4;0;0;2;0;62;1;0;;69
"LADIES WEDGES 11, 38, SAND";;L1WGV211Z38;;12;1;0;6;0;186;3;0;;208
"LADIES WEDGES 11, 39, SAND";;L1WGV211Z39;;16;6;0;8;0;248;1;0;;279
"LADIES WEDGES 11, 40, SAND";;L1WGV211Z40;;12;1;0;6;0;186;2;1;;208
"LADIES WEDGES 12, 36, OLIVE";;L1WGV212Z36;;0;0;0;2;0;1;1;0;;4
"LADIES WEDGES 12, 37, OLIVE";;L1WGV212Z37;;0;0;0;2;0;1;1;0;;4
"LADIES WEDGES 12, 38, OLIVE";;L1WGV212Z38;;0;0;0;6;0;3;8;0;;17
"LADIES WEDGES 12, 39, OLIVE";;L1WGV212Z39;;0;0;0;8;0;4;12;0;;24
"LADIES WEDGES 12, 40, OLIVE";;L1WGV212Z40;;0;0;0;6;0;3;7;1;;17
"LADIES WEDGES 2, 35/36, JET BLACK";;SJ2A02WG2;;0;0;0;0;0;0;0;7;;7
"LADIES WEDGES 2, 36, JET BLACK";;L1WG02Z36;;0;0;0;0;0;0;0;2;;2
;;L1WGV102Z36;;0;0;0;0;0;0;0;0;;0
;;L1WGV202Z36;;0;0;0;1;0;3;1;0;;5
;;L3WG02Z36;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 2, 37, JET BLACK";;L1WG02Z37;;0;0;0;0;0;0;0;0;;0
;;L1WGV102Z37;;0;0;0;0;0;0;0;0;;0
;;L1WGV202Z37;;0;0;0;1;0;3;1;0;;5
;;L2AZ37WG2;;0;0;0;0;0;0;0;2;;2
;;L3WG02Z37;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 2, 37/38, JET BLACK";;SJ2A03WG2;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 2, 38, JET BLACK";;L1WG02Z38;;0;0;2;3;0;0;0;4;;9
;;L1WGV102Z38;;0;0;0;0;0;0;0;0;;0
;;L1WGV202Z38;;0;0;0;3;0;9;12;0;;24
;;L2AZ38WG2;;0;0;0;0;0;0;0;0;;0
;;L3WG02Z38;;0;0;0;2;0;0;0;0;;2
"LADIES WEDGES 2, 39, JET BLACK";;L1WG02Z39;;0;2;4;16;0;0;0;4;;26
;;L1WGV102Z39;;0;0;0;0;0;0;0;0;;0
;;L1WGV202Z39;;0;0;0;4;0;12;17;0;;33
;;L2AZ39WG2;;0;0;0;0;0;0;0;0;;0
;;L3WG02Z39;;0;0;0;1;0;0;0;0;;1
"LADIES WEDGES 2, 39/40, JET BLACK";;SJ2A04WG2;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 2, 40, JET BLACK";;L1WG02Z40;;0;0;5;12;0;0;4;2;;23
;;L1WGV102Z40;;0;0;0;0;0;0;0;0;;0
;;L1WGV202Z40;;0;0;0;2;0;9;12;0;;23
;;L2AZ40WG2;;0;0;0;0;0;0;0;0;;0
;;L3WG02Z40;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 2, 41/42, JET BLACK";;SJ2A05WG2;;0;0;0;0;0;0;0;10;;10
"LADIES WEDGES 2,36, JET BLACK";;L2AZ36WG2;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 3, 35/36, NAVY";;SJ2A02WG3;;0;0;0;0;0;0;0;4;;4
"LADIES WEDGES 3, 36, NAVY";;L1WG03Z36;;0;0;0;0;0;0;1;0;;1
;;L1WGV103Z36;;0;0;0;0;0;0;0;0;;0
;;L1WGV203Z36;;0;0;0;4;0;1;1;0;;6
;;L2AZ36WG3;;0;0;0;0;0;0;0;0;;0
;;L3WG03Z36;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 3, 37, NAVY";;L1WG03Z37;;0;0;0;0;0;0;0;2;;2
;;L1WGV103Z37;;0;0;0;0;0;0;0;0;;0
;;L1WGV203Z37;;0;0;0;4;0;1;1;0;;6
;;L2AZ37WG3;;0;0;0;1;0;0;0;1;;2
;;L3WG03Z37;;0;0;0;1;0;0;5;0;;6
"LADIES WEDGES 3, 37/38, NAVY";;SJ2A03WG3;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 3, 38, NAVY";;L1WG03Z38;;0;0;0;0;0;0;5;1;;6
;;L1WGV103Z38;;0;0;0;0;0;0;0;1;;1
;;L1WGV203Z38;;0;0;0;13;0;3;6;0;;22
;;L2AZ38WG3;;0;0;0;0;0;0;7;0;;7
;;L3WG03Z38;;0;0;0;0;0;0;26;0;;26
"LADIES WEDGES 3, 39, NAVY";;L1WG03Z39;;0;1;5;3;0;0;4;11;;24
;;L1WGV103Z39;;0;0;0;0;0;0;0;0;;0
;;L1WGV203Z39;;0;0;0;15;0;4;17;0;;36
;;L2AZ39WG3;;0;0;0;3;0;0;9;0;;12
;;L3WG03Z39;;0;0;0;2;0;0;13;1;;16
"LADIES WEDGES 3, 39/40, NAVY";;SJ2A04WG3;;0;0;0;0;0;0;0;2;;2
"LADIES WEDGES 3, 40, NAVY";;L1WG03Z40;;0;0;9;2;0;0;6;13;;30
;;L1WGV103Z40;;0;0;0;0;0;0;2;1;;3
;;L1WGV203Z40;;0;0;0;12;0;3;10;0;;25
;;L2AZ40WG3;;0;0;0;10;0;0;7;1;;18
;;L3WG03Z40;;0;0;0;0;0;0;5;0;;5
"LADIES WEDGES 3, 41/42, NAVY";;SJ2A05WG3;;0;0;0;0;0;0;0;7;;7
"LADIES WEDGES 4, 35/36, GINGER SNAP";;SJ2A02WG4;;0;0;0;0;0;0;0;7;;7
"LADIES WEDGES 4, 36, GINGER SNAP";;L1WG04Z36;;0;0;0;0;0;0;0;1;;1
;;L1WGV104Z36;;0;0;0;0;0;0;0;0;;0
;;L1WGV204Z36;;0;0;0;0;0;1;0;0;;1
;;L2A36WG4;;0;0;0;0;0;0;0;0;;0
;;L2AZ36WG4;;0;0;0;0;0;0;0;4;;4
;;L3WG04Z36;;0;0;0;0;0;0;0;2;;2
"LADIES WEDGES 4, 37, GINGER SNAP";;L1WG04Z37;;0;0;0;0;0;0;5;6;;11
;;L1WGV104Z37;;0;0;0;0;0;0;0;3;;3
;;L1WGV204Z37;;0;0;0;0;0;1;1;0;;2
;;L2A37WG4;;0;0;0;0;0;0;0;2;;2
;;L2AZ37WG4;;0;0;0;0;0;0;0;10;;10
;;L3WG04Z37;;0;0;0;0;0;0;5;6;;11
;;SJ2A37WG4;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 4, 37/38, GINGER SNAP";;SJ2A03WG4;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 4, 38, GINGER SNAP";;L1WG04Z38;;0;0;0;0;0;0;0;2;;2
;;L1WGV104Z38;;0;0;0;0;0;0;0;3;;3
;;L1WGV204Z38;;0;0;0;0;0;3;5;0;;8
;;L2A38WG4;;0;0;0;0;0;0;0;0;;0
;;L2AZ38WG4;;0;0;0;0;0;0;0;0;;0
;;L3WG04Z38;;0;0;0;0;0;0;2;2;;4
"LADIES WEDGES 4, 39, GINGER SNAP";;L1WG04Z39;;0;0;3;0;0;0;9;7;;19
;;L1WGV104Z39;;0;0;0;0;0;0;3;4;;7
;;L1WGV204Z39;;0;2;0;0;0;4;13;0;;19
;;L2A39WG4;;0;0;0;0;0;0;0;0;;0
;;L2AZ39WG4;;0;0;0;2;0;0;0;7;;9
;;L3WG04Z39;;0;0;0;0;0;0;2;8;;10
"LADIES WEDGES 4, 39/40, GINGER SNAP";;SJ2A04WG4;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 4, 40, GINGER SNAP";;L1WG04Z40;;0;0;1;0;0;0;10;5;;16
;;L1WGV104Z40;;0;0;0;0;0;0;2;2;;4
;;L1WGV204Z40;;0;0;0;0;0;3;12;0;;15
;;L2A40WG4;;0;0;0;0;0;0;0;1;;1
;;L2AZ40WG4;;0;0;0;7;0;0;0;9;;16
;;L3WG04Z40;;0;0;0;0;0;0;6;11;;17
;;SJ2A40WG4;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 4, 41/42, GINGER SNAP";;SJ2A05WG4;;0;0;0;0;0;0;0;6;;6
"LADIES WEDGES 5, 35/36, RED";;SJ2A02WG5;;0;0;0;0;0;0;0;2;;2
"LADIES WEDGES 5, 37/38, RED";;SJ2A03WG5;;0;0;0;0;0;0;0;5;;5
"LADIES WEDGES 5, 39, RED";;SJ2A39WG5;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 5, 39/40, RED";;SJ2A04WG5;;0;0;0;0;0;0;0;5;;5
"LADIES WEDGES 5, 41/42, RED";;SJ2A05WG5;;0;0;0;0;0;0;0;5;;5
"LADIES WEDGES 6, 35/36, AIR BLUE";;SJ2A02WG6;;0;0;0;0;0;0;0;8;;8
"LADIES WEDGES 6, 37/38, AIR BLUE";;SJ2A03WG6;;0;0;0;0;0;0;0;3;;3
"LADIES WEDGES 6, 38, AIR BLUE";;SJ2A38WG6;;0;0;0;0;0;0;0;2;;2
"LADIES WEDGES 6, 39/40, AIR BLUE";;SJ2A04WG6;;0;0;0;0;0;0;0;3;;3
"LADIES WEDGES 6, 41/42, AIR BLUE";;SJ2A05WG6;;0;0;0;0;0;0;0;21;;21
"LADIES WEDGES 7, 35/36, SILVER";;SJ2A02WG7;;0;0;0;0;0;0;0;3;;3
"LADIES WEDGES 7, 36, SILVER";;L1WG07Z36;;0;0;0;0;0;0;0;0;;0
;;L2A36WG7;;0;0;0;0;0;0;0;0;;0
;;L2AZ36WG7;;0;0;0;1;0;0;0;2;;3
;;L3WG07Z36;;0;0;0;0;0;0;0;0;;0
;;SJ2A36WG7;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 7, 37, SILVER";;L1WG07Z37;;0;0;0;0;0;0;0;4;;4
;;L2A37WG7;;0;0;0;0;0;0;0;0;;0
;;L2AZ37WG7;;0;0;0;0;0;0;0;1;;1
;;L3WG07Z37;;0;0;0;1;0;0;0;3;;4
"LADIES WEDGES 7, 37/38, SILVER";;SJ2A03WG7;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 7, 38, SILVER";;L1WG07Z38;;0;0;0;1;0;0;0;0;;1
;;L2A38WG7;;0;0;0;0;0;0;0;0;;0
;;L2AZ38WG7;;0;0;0;2;0;0;0;0;;2
;;L3WG07Z38;;0;0;0;2;0;0;0;2;;4
"LADIES WEDGES 7, 39, SILVER";;L1WG07Z39;;0;0;0;2;0;0;0;1;;3
;;L2A39WG7;;0;0;0;0;0;0;0;0;;0
;;L2AZ39WG7;;0;0;0;0;0;0;0;0;;0
;;L3WG07Z39;;0;0;0;0;0;0;3;2;;5
"LADIES WEDGES 7, 39/40, SILVER";;SJ2A04WG7;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 7, 40, SILVER";;L1WG07Z40;;0;0;0;0;0;0;0;4;;4
;;L2A40WG7;;0;0;0;2;0;0;0;0;;2
;;L2AZ40WG7;;0;0;0;4;0;0;0;0;;4
;;L3WG07Z40;;0;0;0;0;0;0;0;0;;0
;;SJ2A40WG7;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 7, 41/42, SILVER";;SJ2A05WG7;;0;0;0;0;0;0;0;9;;9
"LADIES WEDGES 8, 35/36, TEAL GREEN";;SJ2A02WG8;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 8, 37/38, TEAL GREEN";;SJ2A03WG8;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES 8, 39/40, TEAL GREEN";;SJ2A04WG8;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 8, 41/42, TEAL GREEN";;SJ2A05WG8;;0;0;0;0;0;0;0;0;;0
"LADIES WEDGES 9, 35/36, AQUA HAZE";;SJ2A02WG9;;0;0;0;0;0;0;0;14;;14
"LADIES WEDGES 9, 37/38, AQUA HAZE";;SJ2A03WG9;;0;0;0;0;0;0;0;21;;21
"LADIES WEDGES 9, 39/40, AQUA HAZE";;SJ2A04WG9;;0;0;0;0;0;0;0;28;;28
"LADIES WEDGES 9, 41/42, AQUA HAZE";;SJ2A05WG9;;0;0;0;0;0;0;0;47;;47
"LADIES WEDGES IRIS 1, 36, BLACK";;L1WIV101Z36;;2;2;0;1;0;5;1;1;;12
;;L1WIV201Z36;;0;0;0;7;0;0;3;0;;10
"LADIES WEDGES IRIS 1, 37, BLACK";;L1WIV101Z37;;2;1;0;1;0;5;2;0;;11
;;L1WIV201Z37;;0;1;0;8;0;0;2;1;;12
"LADIES WEDGES IRIS 1, 38, BLACK";;L1WIV101Z38;;6;1;0;5;0;15;9;1;;37
;;L1WIV201Z38;;0;3;0;24;0;0;12;0;;39
"LADIES WEDGES IRIS 1, 39, BLACK";;L1WIV101Z39;;8;13;1;8;0;20;16;2;;68
;;L1WIV201Z39;;0;3;0;31;0;0;16;1;;51
"LADIES WEDGES IRIS 1, 40, BLACK";;L1WIV101Z40;;6;3;0;4;0;15;13;4;;45
;;L1WIV201Z40;;0;2;0;24;0;0;10;1;;37
"LADIES WEDGES IRIS 2, 36, MIDNIGHT BLUE";;L1WIV102Z36;;0;1;0;0;0;0;0;0;;1
"LADIES WEDGES IRIS 2, 37, MIDNIGHT BLUE";;L1WIV102Z37;;0;0;0;0;0;0;0;1;;1
"LADIES WEDGES IRIS 2, 38, MIDNIGHT BLUE";;L1WIV102Z38;;0;0;0;0;0;0;1;3;;4
"LADIES WEDGES IRIS 2, 39, MIDNIGHT BLUE";;L1WIV102Z39;;0;2;0;5;0;0;0;6;;13
"LADIES WEDGES IRIS 2, 40, MIDNIGHT BLUE";;L1WIV102Z40;;0;0;0;1;0;0;1;2;;4
"LADIES WEDGES IRIS 3, 36, DUSTY PINK";;L1WIV103Z36;;0;3;0;1;0;0;1;2;;7
"LADIES WEDGES IRIS 3, 37, DUSTY PINK";;L1WIV103Z37;;0;1;0;2;0;0;0;3;;6
"LADIES WEDGES IRIS 3, 38, DUSTY PINK";;L1WIV103Z38;;0;4;0;9;0;0;2;7;;22
"LADIES WEDGES IRIS 3, 39, DUSTY PINK";;L1WIV103Z39;;0;9;0;12;0;0;2;8;;31
"LADIES WEDGES IRIS 3, 40, DUSTY PINK";;L1WIV103Z40;;0;6;0;8;0;0;3;4;;21
"LADIES WEDGES IRIS 4, 36, BEIGE";;L1WIV104Z36;;0;0;0;0;0;0;2;0;;2
"LADIES WEDGES IRIS 4, 37, BEIGE";;L1WIV104Z37;;0;0;0;0;0;0;2;0;;2
"LADIES WEDGES IRIS 4, 38, BEIGE";;L1WIV104Z38;;0;0;0;0;0;0;8;0;;8
"LADIES WEDGES IRIS 4, 39, BEIGE";;L1WIV104Z39;;0;0;0;5;0;0;15;2;;22
"LADIES WEDGES IRIS 4, 40, BEIGE";;L1WIV104Z40;;0;1;0;3;0;0;8;0;;12
"M1AZ39PL13-MAN PILLOW 13, 39, ALMOND BLACK";;M1AZ39PL13;;0;0;0;0;0;0;0;0;;0
"M1AZ39PL17-MAN PILLOW 17, 39, BLACK DARK BLUE";;M1AZ39PL17;;0;0;0;0;0;0;0;0;;0
"M1AZ40DL1-MAN DALLAS 1, JET BLACK, 40, JET BLACK";;M1AZ40DL1;;0;0;0;0;0;0;0;2;;2
"M1AZ40DL2-MAN DALLAS 2, NAVY, 40, NAVY";;M1AZ40DL2;;0;0;0;0;0;0;0;2;;2
"M1AZ40DL3-MAN DALLAS 3, GRAY, 40, GRAY";;M1AZ40DL3;;0;0;0;0;0;0;0;1;;1
"M1AZ40DL4-MAN DALLAS 4, BROWN, 40, BROWN BROWN";;M1AZ40DL4;;0;0;0;0;0;0;0;0;;0
"M1AZ40DL4-MAN DALLAS 4, BROWN, 41, BROWN BROWN";;M1AZ41DL4;;0;0;0;0;0;0;0;3;;3
"M1AZ40DL4-MAN DALLAS 4, BROWN, 42, BROWN BROWN";;M1AZ42DL4;;0;0;0;0;0;0;0;0;;0
"M1AZ40DL4-MAN DALLAS 4, BROWN, 43, BROWN BROWN";;M1AZ43DL4;;0;0;0;0;0;0;0;2;;2
"M1AZ40DL4-MAN DALLAS 4, BROWN, 44, BROWN BROWN";;M1AZ44DL4;;0;0;0;0;0;0;0;0;;0
"M1AZ40PL13-MAN PILLOW 13, 40, ALMOND BLACK";;M1AZ40PL13;;0;0;0;0;0;0;0;1;;1
"M1AZ40PL17-MAN PILLOW 17, 40, BLACK DARK BLUE";;M1AZ40PL17;;0;0;0;0;0;0;0;0;;0
"M1AZ41DL1-MAN DALLAS 1, JET BLACK, 41, JET BLACK";;M1AZ41DL1;;0;0;0;0;0;0;0;2;;2
"M1AZ41DL2-MAN DALLAS 2, NAVY, 41, NAVY";;M1AZ41DL2;;0;0;0;0;0;0;0;4;;4
"M1AZ41DL3-MAN DALLAS 3, GRAY, 41, GRAY";;M1AZ41DL3;;0;0;0;0;0;0;0;0;;0
"M1AZ41PL13-MAN PILLOW 13, 41, ALMOND BLACK";;M1AZ41PL13;;0;0;0;0;0;0;0;0;;0
